scenario_id	name	minimal_pair_group	scenario_version	claim	object	truth	belief	evidence_source	reliable	defeater	gettier	guessing	paraphrase_id	example_id	scenario_text	split_group	split
s00151	Gray	mpbd98057393973db6	epistemic-v3	the train leaves from platform four	the departure platform	False	True	instrument	True	True	False	False	0	s00151-p0	Gray considered whether the train leaves from platform four. Gray checked a calibrated display for the departure platform, which appeared to support the proposition. the display usually works correctly. Gray accepted the claim. Events did not match the claim. Credible contrary information was available but left unresolved. Separate coincidence was absent from the outcome.	family|mpbd98057393973db6	coding
s00151	Gray	mpbd98057393973db6	epistemic-v3	the train leaves from platform four	the departure platform	False	True	instrument	True	True	False	False	1	s00151-p1	For Gray, the proposition under consideration was that the train leaves from platform four. Events did not match the claim. Gray checked a calibrated display for the departure platform, which appeared to support the proposition; the display usually works correctly. Gray accepted the claim. Separate coincidence was absent from the outcome. Credible contrary information was available but left unresolved.	family|mpbd98057393973db6	coding
s00151	Gray	mpbd98057393973db6	epistemic-v3	the train leaves from platform four	the departure platform	False	True	instrument	True	True	False	False	2	s00151-p2	The issue was whether the train leaves from platform four. Gray checked a calibrated display for the departure platform, which appeared to support the proposition, and the display usually works correctly. Gray's resulting position was described as follows: Gray accepted the claim. Events did not match the claim. Credible contrary information was available but left unresolved. Separate coincidence was absent from the outcome.	family|mpbd98057393973db6	coding
s00152	Devon	mp76e2d8d89872912a	epistemic-v3	the lake path is open	the state of the lake path	True	True	testimony	False	False	False	False	0	s00152-p0	Devon considered whether the lake path is open. Devon was told by a staff member about the state of the lake path, which appeared to support the proposition. the source had a strong record of error. Devon accepted the claim. Events matched the claim. Contrary information was absent. Separate coincidence was absent from the outcome.	family|mp76e2d8d89872912a	coding
s00152	Devon	mp76e2d8d89872912a	epistemic-v3	the lake path is open	the state of the lake path	True	True	testimony	False	False	False	False	1	s00152-p1	For Devon, the proposition under consideration was that the lake path is open. Events matched the claim. Devon was told by a staff member about the state of the lake path, which appeared to support the proposition; the source had a strong record of error. Devon accepted the claim. Separate coincidence was absent from the outcome. Contrary information was absent.	family|mp76e2d8d89872912a	coding
s00152	Devon	mp76e2d8d89872912a	epistemic-v3	the lake path is open	the state of the lake path	True	True	testimony	False	False	False	False	2	s00152-p2	The issue was whether the lake path is open. Devon was told by a staff member about the state of the lake path, which appeared to support the proposition, and the source had a strong record of error. Devon's resulting position was described as follows: Devon accepted the claim. Events matched the claim. Contrary information was absent. Separate coincidence was absent from the outcome.	family|mp76e2d8d89872912a	coding
s00153	Devon	mp76e2d8d89872912a	epistemic-v3	the lake path is open	the state of the lake path	True	True	testimony	False	True	False	False	0	s00153-p0	Devon considered whether the lake path is open. Devon was told by a staff member about the state of the lake path, which appeared to support the proposition. the source had a strong record of error. Devon accepted the claim. Events matched the claim. Credible contrary information was available but left unresolved. Separate coincidence was absent from the outcome.	family|mp76e2d8d89872912a	coding
s00153	Devon	mp76e2d8d89872912a	epistemic-v3	the lake path is open	the state of the lake path	True	True	testimony	False	True	False	False	1	s00153-p1	For Devon, the proposition under consideration was that the lake path is open. Events matched the claim. Devon was told by a staff member about the state of the lake path, which appeared to support the proposition; the source had a strong record of error. Devon accepted the claim. Separate coincidence was absent from the outcome. Credible contrary information was available but left unresolved.	family|mp76e2d8d89872912a	coding
s00153	Devon	mp76e2d8d89872912a	epistemic-v3	the lake path is open	the state of the lake path	True	True	testimony	False	True	False	False	2	s00153-p2	The issue was whether the lake path is open. Devon was told by a staff member about the state of the lake path, which appeared to support the proposition, and the source had a strong record of error. Devon's resulting position was described as follows: Devon accepted the claim. Events matched the claim. Credible contrary information was available but left unresolved. Separate coincidence was absent from the outcome.	family|mp76e2d8d89872912a	coding
s00154	Emery	mp4e09bf10e26cd36b	epistemic-v3	the orchard gate is unlocked	the state of the orchard gate	True	True	testimony	False	False	False	True	0	s00154-p0	Emery considered whether the orchard gate is unlocked. Emery was told by a staff member about the state of the orchard gate, which appeared to support the proposition. the source had a strong record of error. Emery accepted the claim. Events matched the claim. Contrary information was absent. The position was selected arbitrarily without using the source.	family|mp4e09bf10e26cd36b	coding
s00154	Emery	mp4e09bf10e26cd36b	epistemic-v3	the orchard gate is unlocked	the state of the orchard gate	True	True	testimony	False	False	False	True	1	s00154-p1	For Emery, the proposition under consideration was that the orchard gate is unlocked. Events matched the claim. Emery was told by a staff member about the state of the orchard gate, which appeared to support the proposition; the source had a strong record of error. Emery accepted the claim. The position was selected arbitrarily without using the source. Contrary information was absent.	family|mp4e09bf10e26cd36b	coding
s00154	Emery	mp4e09bf10e26cd36b	epistemic-v3	the orchard gate is unlocked	the state of the orchard gate	True	True	testimony	False	False	False	True	2	s00154-p2	The issue was whether the orchard gate is unlocked. Emery was told by a staff member about the state of the orchard gate, which appeared to support the proposition, and the source had a strong record of error. Emery's resulting position was described as follows: Emery accepted the claim. Events matched the claim. Contrary information was absent. The position was selected arbitrarily without using the source.	family|mp4e09bf10e26cd36b	coding
s00155	Emery	mp4e09bf10e26cd36b	epistemic-v3	the orchard gate is unlocked	the state of the orchard gate	True	True	testimony	False	True	False	True	0	s00155-p0	Emery considered whether the orchard gate is unlocked. Emery was told by a staff member about the state of the orchard gate, which appeared to support the proposition. the source had a strong record of error. Emery accepted the claim. Events matched the claim. Credible contrary information was available but left unresolved. The position was selected arbitrarily without using the source.	family|mp4e09bf10e26cd36b	coding
s00155	Emery	mp4e09bf10e26cd36b	epistemic-v3	the orchard gate is unlocked	the state of the orchard gate	True	True	testimony	False	True	False	True	1	s00155-p1	For Emery, the proposition under consideration was that the orchard gate is unlocked. Events matched the claim. Emery was told by a staff member about the state of the orchard gate, which appeared to support the proposition; the source had a strong record of error. Emery accepted the claim. The position was selected arbitrarily without using the source. Credible contrary information was available but left unresolved.	family|mp4e09bf10e26cd36b	coding
s00155	Emery	mp4e09bf10e26cd36b	epistemic-v3	the orchard gate is unlocked	the state of the orchard gate	True	True	testimony	False	True	False	True	2	s00155-p2	The issue was whether the orchard gate is unlocked. Emery was told by a staff member about the state of the orchard gate, which appeared to support the proposition, and the source had a strong record of error. Emery's resulting position was described as follows: Emery accepted the claim. Events matched the claim. Credible contrary information was available but left unresolved. The position was selected arbitrarily without using the source.	family|mp4e09bf10e26cd36b	coding
s00156	Casey	mp4f9901c1c339154c	epistemic-v3	the orchard gate is unlocked	the state of the orchard gate	True	False	instrument	True	False	False	False	0	s00156-p0	Casey considered whether the orchard gate is unlocked. Casey checked a calibrated display for the state of the orchard gate, which appeared to support the proposition. the display usually works correctly. Casey rejected the claim. Events matched the claim. Contrary information was absent. Separate coincidence was absent from the outcome.	family|mp4f9901c1c339154c	coding
s00156	Casey	mp4f9901c1c339154c	epistemic-v3	the orchard gate is unlocked	the state of the orchard gate	True	False	instrument	True	False	False	False	1	s00156-p1	For Casey, the proposition under consideration was that the orchard gate is unlocked. Events matched the claim. Casey checked a calibrated display for the state of the orchard gate, which appeared to support the proposition; the display usually works correctly. Casey rejected the claim. Separate coincidence was absent from the outcome. Contrary information was absent.	family|mp4f9901c1c339154c	coding
s00156	Casey	mp4f9901c1c339154c	epistemic-v3	the orchard gate is unlocked	the state of the orchard gate	True	False	instrument	True	False	False	False	2	s00156-p2	The issue was whether the orchard gate is unlocked. Casey checked a calibrated display for the state of the orchard gate, which appeared to support the proposition, and the display usually works correctly. Casey's resulting position was described as follows: Casey rejected the claim. Events matched the claim. Contrary information was absent. Separate coincidence was absent from the outcome.	family|mp4f9901c1c339154c	coding
s00157	Casey	mp4f9901c1c339154c	epistemic-v3	the orchard gate is unlocked	the state of the orchard gate	True	False	instrument	True	True	False	False	0	s00157-p0	Casey considered whether the orchard gate is unlocked. Casey checked a calibrated display for the state of the orchard gate, which appeared to support the proposition. the display usually works correctly. Casey rejected the claim. Events matched the claim. Credible contrary information was available but left unresolved. Separate coincidence was absent from the outcome.	family|mp4f9901c1c339154c	coding
s00157	Casey	mp4f9901c1c339154c	epistemic-v3	the orchard gate is unlocked	the state of the orchard gate	True	False	instrument	True	True	False	False	1	s00157-p1	For Casey, the proposition under consideration was that the orchard gate is unlocked. Events matched the claim. Casey checked a calibrated display for the state of the orchard gate, which appeared to support the proposition; the display usually works correctly. Casey rejected the claim. Separate coincidence was absent from the outcome. Credible contrary information was available but left unresolved.	family|mp4f9901c1c339154c	coding
s00157	Casey	mp4f9901c1c339154c	epistemic-v3	the orchard gate is unlocked	the state of the orchard gate	True	False	instrument	True	True	False	False	2	s00157-p2	The issue was whether the orchard gate is unlocked. Casey checked a calibrated display for the state of the orchard gate, which appeared to support the proposition, and the display usually works correctly. Casey's resulting position was described as follows: Casey rejected the claim. Events matched the claim. Credible contrary information was available but left unresolved. Separate coincidence was absent from the outcome.	family|mp4f9901c1c339154c	coding
s00158	Gray	mp1d6aa6cacda7b6d7	epistemic-v3	the red key opens the cabinet	which key opens the cabinet	False	False	memory	True	False	False	False	0	s00158-p0	Gray considered whether the red key opens the cabinet. Gray recalled an earlier check of which key opens the cabinet, which appeared to support the proposition. the memory was normally dependable. Gray rejected the claim. Events did not match the claim. Contrary information was absent. Separate coincidence was absent from the outcome.	family|mp1d6aa6cacda7b6d7	tune
s00158	Gray	mp1d6aa6cacda7b6d7	epistemic-v3	the red key opens the cabinet	which key opens the cabinet	False	False	memory	True	False	False	False	1	s00158-p1	For Gray, the proposition under consideration was that the red key opens the cabinet. Events did not match the claim. Gray recalled an earlier check of which key opens the cabinet, which appeared to support the proposition; the memory was normally dependable. Gray rejected the claim. Separate coincidence was absent from the outcome. Contrary information was absent.	family|mp1d6aa6cacda7b6d7	tune
s00158	Gray	mp1d6aa6cacda7b6d7	epistemic-v3	the red key opens the cabinet	which key opens the cabinet	False	False	memory	True	False	False	False	2	s00158-p2	The issue was whether the red key opens the cabinet. Gray recalled an earlier check of which key opens the cabinet, which appeared to support the proposition, and the memory was normally dependable. Gray's resulting position was described as follows: Gray rejected the claim. Events did not match the claim. Contrary information was absent. Separate coincidence was absent from the outcome.	family|mp1d6aa6cacda7b6d7	tune
s00159	Gray	mp1d6aa6cacda7b6d7	epistemic-v3	the red key opens the cabinet	which key opens the cabinet	False	False	memory	True	True	False	False	0	s00159-p0	Gray considered whether the red key opens the cabinet. Gray recalled an earlier check of which key opens the cabinet, which appeared to support the proposition. the memory was normally dependable. Gray rejected the claim. Events did not match the claim. Credible contrary information was available but left unresolved. Separate coincidence was absent from the outcome.	family|mp1d6aa6cacda7b6d7	tune
s00159	Gray	mp1d6aa6cacda7b6d7	epistemic-v3	the red key opens the cabinet	which key opens the cabinet	False	False	memory	True	True	False	False	1	s00159-p1	For Gray, the proposition under consideration was that the red key opens the cabinet. Events did not match the claim. Gray recalled an earlier check of which key opens the cabinet, which appeared to support the proposition; the memory was normally dependable. Gray rejected the claim. Separate coincidence was absent from the outcome. Credible contrary information was available but left unresolved.	family|mp1d6aa6cacda7b6d7	tune
s00159	Gray	mp1d6aa6cacda7b6d7	epistemic-v3	the red key opens the cabinet	which key opens the cabinet	False	False	memory	True	True	False	False	2	s00159-p2	The issue was whether the red key opens the cabinet. Gray recalled an earlier check of which key opens the cabinet, which appeared to support the proposition, and the memory was normally dependable. Gray's resulting position was described as follows: Gray rejected the claim. Events did not match the claim. Credible contrary information was available but left unresolved. Separate coincidence was absent from the outcome.	family|mp1d6aa6cacda7b6d7	tune
s00160	Frankie	mpc1fcdf2c27785605	epistemic-v3	the package is in the mailroom	the package location	True	False	testimony	False	False	False	True	0	s00160-p0	Frankie considered whether the package is in the mailroom. Frankie was told by a staff member about the package location, which appeared to support the proposition. the source had a strong record of error. Frankie rejected the claim. Events matched the claim. Contrary information was absent. The position was selected arbitrarily without using the source.	family|mpc1fcdf2c27785605	coding
s00160	Frankie	mpc1fcdf2c27785605	epistemic-v3	the package is in the mailroom	the package location	True	False	testimony	False	False	False	True	1	s00160-p1	For Frankie, the proposition under consideration was that the package is in the mailroom. Events matched the claim. Frankie was told by a staff member about the package location, which appeared to support the proposition; the source had a strong record of error. Frankie rejected the claim. The position was selected arbitrarily without using the source. Contrary information was absent.	family|mpc1fcdf2c27785605	coding
s00160	Frankie	mpc1fcdf2c27785605	epistemic-v3	the package is in the mailroom	the package location	True	False	testimony	False	False	False	True	2	s00160-p2	The issue was whether the package is in the mailroom. Frankie was told by a staff member about the package location, which appeared to support the proposition, and the source had a strong record of error. Frankie's resulting position was described as follows: Frankie rejected the claim. Events matched the claim. Contrary information was absent. The position was selected arbitrarily without using the source.	family|mpc1fcdf2c27785605	coding
s00161	Frankie	mpc1fcdf2c27785605	epistemic-v3	the package is in the mailroom	the package location	True	False	testimony	False	True	False	True	0	s00161-p0	Frankie considered whether the package is in the mailroom. Frankie was told by a staff member about the package location, which appeared to support the proposition. the source had a strong record of error. Frankie rejected the claim. Events matched the claim. Credible contrary information was available but left unresolved. The position was selected arbitrarily without using the source.	family|mpc1fcdf2c27785605	coding
s00161	Frankie	mpc1fcdf2c27785605	epistemic-v3	the package is in the mailroom	the package location	True	False	testimony	False	True	False	True	1	s00161-p1	For Frankie, the proposition under consideration was that the package is in the mailroom. Events matched the claim. Frankie was told by a staff member about the package location, which appeared to support the proposition; the source had a strong record of error. Frankie rejected the claim. The position was selected arbitrarily without using the source. Credible contrary information was available but left unresolved.	family|mpc1fcdf2c27785605	coding
s00161	Frankie	mpc1fcdf2c27785605	epistemic-v3	the package is in the mailroom	the package location	True	False	testimony	False	True	False	True	2	s00161-p2	The issue was whether the package is in the mailroom. Frankie was told by a staff member about the package location, which appeared to support the proposition, and the source had a strong record of error. Frankie's resulting position was described as follows: Frankie rejected the claim. Events matched the claim. Credible contrary information was available but left unresolved. The position was selected arbitrarily without using the source.	family|mpc1fcdf2c27785605	coding
s00162	Casey	mpab243878e7630bb0	epistemic-v3	the meeting is in room twelve	the meeting room	True	False	memory	True	False	False	True	0	s00162-p0	Casey considered whether the meeting is in room twelve. Casey recalled an earlier check of the meeting room, which appeared to support the proposition. the memory was normally dependable. Casey rejected the claim. Events matched the claim. Contrary information was absent. The position was selected arbitrarily without using the source.	family|mpab243878e7630bb0	coding
s00162	Casey	mpab243878e7630bb0	epistemic-v3	the meeting is in room twelve	the meeting room	True	False	memory	True	False	False	True	1	s00162-p1	For Casey, the proposition under consideration was that the meeting is in room twelve. Events matched the claim. Casey recalled an earlier check of the meeting room, which appeared to support the proposition; the memory was normally dependable. Casey rejected the claim. The position was selected arbitrarily without using the source. Contrary information was absent.	family|mpab243878e7630bb0	coding
s00162	Casey	mpab243878e7630bb0	epistemic-v3	the meeting is in room twelve	the meeting room	True	False	memory	True	False	False	True	2	s00162-p2	The issue was whether the meeting is in room twelve. Casey recalled an earlier check of the meeting room, which appeared to support the proposition, and the memory was normally dependable. Casey's resulting position was described as follows: Casey rejected the claim. Events matched the claim. Contrary information was absent. The position was selected arbitrarily without using the source.	family|mpab243878e7630bb0	coding
s00163	Casey	mpab243878e7630bb0	epistemic-v3	the meeting is in room twelve	the meeting room	True	False	memory	True	True	False	True	0	s00163-p0	Casey considered whether the meeting is in room twelve. Casey recalled an earlier check of the meeting room, which appeared to support the proposition. the memory was normally dependable. Casey rejected the claim. Events matched the claim. Credible contrary information was available but left unresolved. The position was selected arbitrarily without using the source.	family|mpab243878e7630bb0	coding
s00163	Casey	mpab243878e7630bb0	epistemic-v3	the meeting is in room twelve	the meeting room	True	False	memory	True	True	False	True	1	s00163-p1	For Casey, the proposition under consideration was that the meeting is in room twelve. Events matched the claim. Casey recalled an earlier check of the meeting room, which appeared to support the proposition; the memory was normally dependable. Casey rejected the claim. The position was selected arbitrarily without using the source. Credible contrary information was available but left unresolved.	family|mpab243878e7630bb0	coding
s00163	Casey	mpab243878e7630bb0	epistemic-v3	the meeting is in room twelve	the meeting room	True	False	memory	True	True	False	True	2	s00163-p2	The issue was whether the meeting is in room twelve. Casey recalled an earlier check of the meeting room, which appeared to support the proposition, and the memory was normally dependable. Casey's resulting position was described as follows: Casey rejected the claim. Events matched the claim. Credible contrary information was available but left unresolved. The position was selected arbitrarily without using the source.	family|mpab243878e7630bb0	coding
s00164	Casey	mpafc6b474b6679c95	epistemic-v3	the lake path is open	the state of the lake path	True	True	testimony	True	False	False	False	0	s00164-p0	Casey considered whether the lake path is open. Casey was told by a staff member about the state of the lake path, which appeared to support the proposition. the staff member is usually reliable. Casey accepted the claim. Events matched the claim. Contrary information was absent. Separate coincidence was absent from the outcome.	family|mpafc6b474b6679c95	coding
s00164	Casey	mpafc6b474b6679c95	epistemic-v3	the lake path is open	the state of the lake path	True	True	testimony	True	False	False	False	1	s00164-p1	For Casey, the proposition under consideration was that the lake path is open. Events matched the claim. Casey was told by a staff member about the state of the lake path, which appeared to support the proposition; the staff member is usually reliable. Casey accepted the claim. Separate coincidence was absent from the outcome. Contrary information was absent.	family|mpafc6b474b6679c95	coding
s00164	Casey	mpafc6b474b6679c95	epistemic-v3	the lake path is open	the state of the lake path	True	True	testimony	True	False	False	False	2	s00164-p2	The issue was whether the lake path is open. Casey was told by a staff member about the state of the lake path, which appeared to support the proposition, and the staff member is usually reliable. Casey's resulting position was described as follows: Casey accepted the claim. Events matched the claim. Contrary information was absent. Separate coincidence was absent from the outcome.	family|mpafc6b474b6679c95	coding
s00165	Casey	mpafc6b474b6679c95	epistemic-v3	the lake path is open	the state of the lake path	True	True	testimony	True	True	False	False	0	s00165-p0	Casey considered whether the lake path is open. Casey was told by a staff member about the state of the lake path, which appeared to support the proposition. the staff member is usually reliable. Casey accepted the claim. Events matched the claim. Credible contrary information was available but left unresolved. Separate coincidence was absent from the outcome.	family|mpafc6b474b6679c95	coding
s00165	Casey	mpafc6b474b6679c95	epistemic-v3	the lake path is open	the state of the lake path	True	True	testimony	True	True	False	False	1	s00165-p1	For Casey, the proposition under consideration was that the lake path is open. Events matched the claim. Casey was told by a staff member about the state of the lake path, which appeared to support the proposition; the staff member is usually reliable. Casey accepted the claim. Separate coincidence was absent from the outcome. Credible contrary information was available but left unresolved.	family|mpafc6b474b6679c95	coding
s00165	Casey	mpafc6b474b6679c95	epistemic-v3	the lake path is open	the state of the lake path	True	True	testimony	True	True	False	False	2	s00165-p2	The issue was whether the lake path is open. Casey was told by a staff member about the state of the lake path, which appeared to support the proposition, and the staff member is usually reliable. Casey's resulting position was described as follows: Casey accepted the claim. Events matched the claim. Credible contrary information was available but left unresolved. Separate coincidence was absent from the outcome.	family|mpafc6b474b6679c95	coding
s00166	Devon	mp40bf91ad23ec48ae	epistemic-v3	the orchard gate is unlocked	the state of the orchard gate	True	False	perception	False	False	False	False	0	s00166-p0	Devon considered whether the orchard gate is unlocked. Devon made a direct observation concerning the state of the orchard gate, which appeared to support the proposition. the source had a strong record of error. Devon rejected the claim. Events matched the claim. Contrary information was absent. Separate coincidence was absent from the outcome.	family|mp40bf91ad23ec48ae	coding
s00166	Devon	mp40bf91ad23ec48ae	epistemic-v3	the orchard gate is unlocked	the state of the orchard gate	True	False	perception	False	False	False	False	1	s00166-p1	For Devon, the proposition under consideration was that the orchard gate is unlocked. Events matched the claim. Devon made a direct observation concerning the state of the orchard gate, which appeared to support the proposition; the source had a strong record of error. Devon rejected the claim. Separate coincidence was absent from the outcome. Contrary information was absent.	family|mp40bf91ad23ec48ae	coding
s00166	Devon	mp40bf91ad23ec48ae	epistemic-v3	the orchard gate is unlocked	the state of the orchard gate	True	False	perception	False	False	False	False	2	s00166-p2	The issue was whether the orchard gate is unlocked. Devon made a direct observation concerning the state of the orchard gate, which appeared to support the proposition, and the source had a strong record of error. Devon's resulting position was described as follows: Devon rejected the claim. Events matched the claim. Contrary information was absent. Separate coincidence was absent from the outcome.	family|mp40bf91ad23ec48ae	coding
s00167	Devon	mp40bf91ad23ec48ae	epistemic-v3	the orchard gate is unlocked	the state of the orchard gate	True	False	perception	False	True	False	False	0	s00167-p0	Devon considered whether the orchard gate is unlocked. Devon made a direct observation concerning the state of the orchard gate, which appeared to support the proposition. the source had a strong record of error. Devon rejected the claim. Events matched the claim. Credible contrary information was available but left unresolved. Separate coincidence was absent from the outcome.	family|mp40bf91ad23ec48ae	coding
s00167	Devon	mp40bf91ad23ec48ae	epistemic-v3	the orchard gate is unlocked	the state of the orchard gate	True	False	perception	False	True	False	False	1	s00167-p1	For Devon, the proposition under consideration was that the orchard gate is unlocked. Events matched the claim. Devon made a direct observation concerning the state of the orchard gate, which appeared to support the proposition; the source had a strong record of error. Devon rejected the claim. Separate coincidence was absent from the outcome. Credible contrary information was available but left unresolved.	family|mp40bf91ad23ec48ae	coding
s00167	Devon	mp40bf91ad23ec48ae	epistemic-v3	the orchard gate is unlocked	the state of the orchard gate	True	False	perception	False	True	False	False	2	s00167-p2	The issue was whether the orchard gate is unlocked. Devon made a direct observation concerning the state of the orchard gate, which appeared to support the proposition, and the source had a strong record of error. Devon's resulting position was described as follows: Devon rejected the claim. Events matched the claim. Credible contrary information was available but left unresolved. Separate coincidence was absent from the outcome.	family|mp40bf91ad23ec48ae	coding
s00168	Emery	mp4b7ff2417c499806	epistemic-v3	the meeting is in room twelve	the meeting room	True	True	perception	True	False	False	False	0	s00168-p0	Emery considered whether the meeting is in room twelve. Emery made a direct observation concerning the meeting room, which appeared to support the proposition. observations of this kind were usually accurate. Emery accepted the claim. Events matched the claim. Contrary information was absent. Separate coincidence was absent from the outcome.	family|mp4b7ff2417c499806	coding
s00168	Emery	mp4b7ff2417c499806	epistemic-v3	the meeting is in room twelve	the meeting room	True	True	perception	True	False	False	False	1	s00168-p1	For Emery, the proposition under consideration was that the meeting is in room twelve. Events matched the claim. Emery made a direct observation concerning the meeting room, which appeared to support the proposition; observations of this kind were usually accurate. Emery accepted the claim. Separate coincidence was absent from the outcome. Contrary information was absent.	family|mp4b7ff2417c499806	coding
s00168	Emery	mp4b7ff2417c499806	epistemic-v3	the meeting is in room twelve	the meeting room	True	True	perception	True	False	False	False	2	s00168-p2	The issue was whether the meeting is in room twelve. Emery made a direct observation concerning the meeting room, which appeared to support the proposition, and observations of this kind were usually accurate. Emery's resulting position was described as follows: Emery accepted the claim. Events matched the claim. Contrary information was absent. Separate coincidence was absent from the outcome.	family|mp4b7ff2417c499806	coding
s00169	Emery	mp4b7ff2417c499806	epistemic-v3	the meeting is in room twelve	the meeting room	True	True	perception	True	True	False	False	0	s00169-p0	Emery considered whether the meeting is in room twelve. Emery made a direct observation concerning the meeting room, which appeared to support the proposition. observations of this kind were usually accurate. Emery accepted the claim. Events matched the claim. Credible contrary information was available but left unresolved. Separate coincidence was absent from the outcome.	family|mp4b7ff2417c499806	coding
s00169	Emery	mp4b7ff2417c499806	epistemic-v3	the meeting is in room twelve	the meeting room	True	True	perception	True	True	False	False	1	s00169-p1	For Emery, the proposition under consideration was that the meeting is in room twelve. Events matched the claim. Emery made a direct observation concerning the meeting room, which appeared to support the proposition; observations of this kind were usually accurate. Emery accepted the claim. Separate coincidence was absent from the outcome. Credible contrary information was available but left unresolved.	family|mp4b7ff2417c499806	coding
s00169	Emery	mp4b7ff2417c499806	epistemic-v3	the meeting is in room twelve	the meeting room	True	True	perception	True	True	False	False	2	s00169-p2	The issue was whether the meeting is in room twelve. Emery made a direct observation concerning the meeting room, which appeared to support the proposition, and observations of this kind were usually accurate. Emery's resulting position was described as follows: Emery accepted the claim. Events matched the claim. Credible contrary information was available but left unresolved. Separate coincidence was absent from the outcome.	family|mp4b7ff2417c499806	coding
s00170	Devon	mp7494302b5ac26eaf	epistemic-v3	the red key opens the cabinet	which key opens the cabinet	True	True	testimony	True	False	False	True	0	s00170-p0	Devon considered whether the red key opens the cabinet. Devon was told by a staff member about which key opens the cabinet, which appeared to support the proposition. the staff member is usually reliable. Devon accepted the claim. Events matched the claim. Contrary information was absent. The position was selected arbitrarily without using the source.	family|mp7494302b5ac26eaf	coding
s00170	Devon	mp7494302b5ac26eaf	epistemic-v3	the red key opens the cabinet	which key opens the cabinet	True	True	testimony	True	False	False	True	1	s00170-p1	For Devon, the proposition under consideration was that the red key opens the cabinet. Events matched the claim. Devon was told by a staff member about which key opens the cabinet, which appeared to support the proposition; the staff member is usually reliable. Devon accepted the claim. The position was selected arbitrarily without using the source. Contrary information was absent.	family|mp7494302b5ac26eaf	coding
s00170	Devon	mp7494302b5ac26eaf	epistemic-v3	the red key opens the cabinet	which key opens the cabinet	True	True	testimony	True	False	False	True	2	s00170-p2	The issue was whether the red key opens the cabinet. Devon was told by a staff member about which key opens the cabinet, which appeared to support the proposition, and the staff member is usually reliable. Devon's resulting position was described as follows: Devon accepted the claim. Events matched the claim. Contrary information was absent. The position was selected arbitrarily without using the source.	family|mp7494302b5ac26eaf	coding
s00171	Devon	mp7494302b5ac26eaf	epistemic-v3	the red key opens the cabinet	which key opens the cabinet	True	True	testimony	True	True	False	True	0	s00171-p0	Devon considered whether the red key opens the cabinet. Devon was told by a staff member about which key opens the cabinet, which appeared to support the proposition. the staff member is usually reliable. Devon accepted the claim. Events matched the claim. Credible contrary information was available but left unresolved. The position was selected arbitrarily without using the source.	family|mp7494302b5ac26eaf	coding
s00171	Devon	mp7494302b5ac26eaf	epistemic-v3	the red key opens the cabinet	which key opens the cabinet	True	True	testimony	True	True	False	True	1	s00171-p1	For Devon, the proposition under consideration was that the red key opens the cabinet. Events matched the claim. Devon was told by a staff member about which key opens the cabinet, which appeared to support the proposition; the staff member is usually reliable. Devon accepted the claim. The position was selected arbitrarily without using the source. Credible contrary information was available but left unresolved.	family|mp7494302b5ac26eaf	coding
s00171	Devon	mp7494302b5ac26eaf	epistemic-v3	the red key opens the cabinet	which key opens the cabinet	True	True	testimony	True	True	False	True	2	s00171-p2	The issue was whether the red key opens the cabinet. Devon was told by a staff member about which key opens the cabinet, which appeared to support the proposition, and the staff member is usually reliable. Devon's resulting position was described as follows: Devon accepted the claim. Events matched the claim. Credible contrary information was available but left unresolved. The position was selected arbitrarily without using the source.	family|mp7494302b5ac26eaf	coding
s00172	Harper	mp0ac2f7ea1e219284	epistemic-v3	the lake path is open	the state of the lake path	True	True	memory	True	False	False	False	0	s00172-p0	Harper considered whether the lake path is open. Harper recalled an earlier check of the state of the lake path, which appeared to support the proposition. the memory was normally dependable. Harper accepted the claim. Events matched the claim. Contrary information was absent. Separate coincidence was absent from the outcome.	family|mp0ac2f7ea1e219284	coding
s00172	Harper	mp0ac2f7ea1e219284	epistemic-v3	the lake path is open	the state of the lake path	True	True	memory	True	False	False	False	1	s00172-p1	For Harper, the proposition under consideration was that the lake path is open. Events matched the claim. Harper recalled an earlier check of the state of the lake path, which appeared to support the proposition; the memory was normally dependable. Harper accepted the claim. Separate coincidence was absent from the outcome. Contrary information was absent.	family|mp0ac2f7ea1e219284	coding
s00172	Harper	mp0ac2f7ea1e219284	epistemic-v3	the lake path is open	the state of the lake path	True	True	memory	True	False	False	False	2	s00172-p2	The issue was whether the lake path is open. Harper recalled an earlier check of the state of the lake path, which appeared to support the proposition, and the memory was normally dependable. Harper's resulting position was described as follows: Harper accepted the claim. Events matched the claim. Contrary information was absent. Separate coincidence was absent from the outcome.	family|mp0ac2f7ea1e219284	coding
s00173	Harper	mp0ac2f7ea1e219284	epistemic-v3	the lake path is open	the state of the lake path	True	True	memory	True	True	False	False	0	s00173-p0	Harper considered whether the lake path is open. Harper recalled an earlier check of the state of the lake path, which appeared to support the proposition. the memory was normally dependable. Harper accepted the claim. Events matched the claim. Credible contrary information was available but left unresolved. Separate coincidence was absent from the outcome.	family|mp0ac2f7ea1e219284	coding
