example_id	scenario_id	paraphrase_id	split	predicate	label	stable	confidence	forward_label	reversed_label	forward_margin	reversed_margin
s00584-p0	s00584	0	evaluation	true	False	True	0.9999999991633755	False	False	24.282108306884766	20.90164566040039
s00584-p0	s00584	0	evaluation	justified	False	True	0.999999999996921	False	False	29.148988723754883	26.506437301635742
s00584-p0	s00584	0	evaluation	lucky_guessed	False	True	0.9999999999468863	False	False	27.229026794433594	23.658584594726562
s00584-p1	s00584	1	evaluation	knows	False	True	0.9999999996126497	False	False	24.3311767578125	21.67169189453125
s00584-p1	s00584	1	evaluation	believes	False	True	0.999999999973269	False	False	28.172616958618164	24.345197677612305
s00584-p1	s00584	1	evaluation	true	False	True	0.9999999995390837	False	False	24.381765365600586	21.497804641723633
s00584-p1	s00584	1	evaluation	justified	False	True	0.9999999419545121	False	False	19.955371856689453	16.662038803100586
s00584-p1	s00584	1	evaluation	lucky_guessed	False	True	0.9999999913718967	False	False	22.945919036865234	18.568241119384766
s00584-p2	s00584	2	evaluation	knows	False	True	0.9999981221961127	False	False	14.478225708007812	13.185405731201172
s00584-p2	s00584	2	evaluation	believes	False	True	0.9999999988243596	False	False	21.03211212158203	20.561452865600586
s00584-p2	s00584	2	evaluation	true	False	True	0.9999998779932633	False	False	18.124366760253906	15.919189453125
s00584-p2	s00584	2	evaluation	justified	False	True	0.9999999704889482	False	False	19.11127471923828	17.3385009765625
s00584-p2	s00584	2	evaluation	lucky_guessed	False	True	0.999999999991945	False	False	27.704261779785156	25.544723510742188
s00585-p0	s00585	0	evaluation	knows	False	True	0.9999999999922348	False	False	29.139610290527344	25.58136749267578
s00585-p0	s00585	0	evaluation	believes	False	True	0.9999999999920938	False	False	28.861034393310547	25.563365936279297
s00585-p0	s00585	0	evaluation	true	False	True	0.999999999940423	False	False	25.72241973876953	23.543750762939453
s00585-p0	s00585	0	evaluation	justified	False	True	0.9999999999982132	False	False	29.355405807495117	27.050573348999023
s00585-p0	s00585	0	evaluation	lucky_guessed	False	True	0.9999999998835779	False	False	25.03780746459961	22.873798370361328
s00585-p1	s00585	1	evaluation	knows	False	True	0.9999999999860201	False	False	26.824888229370117	24.993398666381836
s00585-p1	s00585	1	evaluation	believes	False	True	0.9999999999895199	False	False	28.308284759521484	25.28154182434082
s00585-p1	s00585	1	evaluation	true	False	True	0.9999999999317816	False	False	25.023231506347656	23.408306121826172
s00585-p1	s00585	1	evaluation	justified	False	True	0.9999999987208571	False	False	23.271568298339844	20.477075576782227
s00585-p1	s00585	1	evaluation	lucky_guessed	False	True	0.9999999976105973	False	False	22.146984100341797	19.852222442626953
s00585-p2	s00585	2	evaluation	knows	False	True	0.9999999994184098	False	False	23.66055679321289	21.265254974365234
s00585-p2	s00585	2	evaluation	believes	False	True	0.9999999999067606	False	False	23.758766174316406	23.095849990844727
s00585-p2	s00585	2	evaluation	true	False	True	0.9999999982483311	False	False	22.31478500366211	20.162696838378906
s00585-p2	s00585	2	evaluation	justified	False	True	0.9999999999527265	False	False	26.586181640625	23.775070190429688
s00585-p2	s00585	2	evaluation	lucky_guessed	False	True	0.9999999999922268	False	False	26.90618896484375	25.580341339111328
s00586-p0	s00586	0	coding	knows	False	True	0.9999999285956136	False	False	19.466426849365234	16.454906463623047
s00586-p0	s00586	0	coding	believes	True	True	0.9999991547278444	True	True	13.983606338500977	18.029560089111328
s00586-p0	s00586	0	coding	true	False	True	0.9999187944364095	False	False	9.856815338134766	9.418445587158203
s00586-p0	s00586	0	coding	justified	False	True	0.9999999866822317	False	False	19.214908599853516	18.134166717529297
s00586-p0	s00586	0	coding	lucky_guessed	True	True	0.999994716180343	True	True	12.150856018066406	12.752754211425781
s00586-p1	s00586	1	coding	knows	False	True	0.9999999998777362	False	False	25.352901458740234	22.824840545654297
s00586-p1	s00586	1	coding	believes	True	True	0.9929963406678519	True	True	4.954294204711914	6.018869400024414
s00586-p1	s00586	1	coding	true	False	True	0.9999999247623953	False	False	16.40261459350586	16.417232513427734
s00586-p1	s00586	1	coding	justified	False	True	0.9999999636989864	False	False	18.669963836669922	17.131420135498047
s00586-p1	s00586	1	coding	lucky_guessed	True	True	0.9999986130914016	True	True	13.488431930541992	14.800638198852539
s00586-p2	s00586	2	coding	knows	False	True	0.9998073879406082	False	False	10.449440002441406	8.55463981628418
s00586-p2	s00586	2	coding	believes	True	True	0.9999999572801122	True	True	16.96860122680664	20.40648651123047
s00586-p2	s00586	2	coding	true	False	True	0.999970006539521	False	False	12.473262786865234	10.414501190185547
s00586-p2	s00586	2	coding	justified	False	True	0.9999564144355624	False	False	10.825355529785156	10.040740966796875
s00586-p2	s00586	2	coding	lucky_guessed		False	0.5520445054626586	True	False	1.0411338806152344	0.20893478393554688
s00587-p0	s00587	0	coding	knows	False	True	0.9999999856084612	False	False	20.649032592773438	18.056625366210938
s00587-p0	s00587	0	coding	believes	True	True	0.9999993770014886	True	True	14.288721084594727	18.886310577392578
s00587-p0	s00587	0	coding	true	False	True	0.9999515630776038	False	False	9.935199737548828	10.478992462158203
s00587-p0	s00587	0	coding	justified	False	True	0.9999999889357823	False	False	18.908687591552734	18.319549560546875
s00587-p0	s00587	0	coding	lucky_guessed	True	True	0.9999984135612666	True	True	13.35401725769043	14.089555740356445
s00587-p1	s00587	1	coding	knows	False	True	0.9999999999615511	False	False	26.14093017578125	23.981689453125
s00587-p1	s00587	1	coding	believes	True	True	0.8023813955134822	True	True	1.4012451171875	3.6191177368164062
s00587-p1	s00587	1	coding	true	False	True	0.999999949860679	False	False	16.808460235595703	17.672828674316406
s00587-p1	s00587	1	coding	justified	False	True	0.9999999936852326	False	False	20.369369506835938	18.880374908447266
s00587-p1	s00587	1	coding	lucky_guessed	True	True	0.9999952378226064	True	True	12.254800796508789	13.640945434570312
s00587-p2	s00587	2	coding	knows	False	True	0.9999868076827501	False	False	11.492733001708984	11.235862731933594
s00587-p2	s00587	2	coding	believes	True	True	0.9999990892083919	True	True	13.908950805664062	16.343297958374023
s00587-p2	s00587	2	coding	true	False	True	0.999998182273527	False	False	14.008094787597656	13.21792221069336
s00587-p2	s00587	2	coding	justified	False	True	0.999999456655562	False	False	14.425521850585938	15.191993713378906
s00587-p2	s00587	2	coding	lucky_guessed	True	True	0.9807744464598878	True	True	4.045169830322266	3.9321022033691406
s00588-p0	s00588	0	evaluation	knows	False	True	0.9999999999941308	False	False	28.716941833496094	25.861309051513672
s00588-p0	s00588	0	evaluation	believes	False	True	0.9999999898164149	False	False	21.117515563964844	18.402488708496094
s00588-p0	s00588	0	evaluation	true	False	True	0.9999999971333566	False	False	20.299785614013672	19.670124053955078
s00588-p0	s00588	0	evaluation	justified	False	True	0.9999999989388472	False	False	24.319721221923828	20.663909912109375
s00588-p0	s00588	0	evaluation	lucky_guessed	True	True	0.8407892303599432	True	True	2.7666282653808594	1.6641120910644531
s00588-p1	s00588	1	evaluation	knows	False	True	0.9999999998259654	False	False	25.811744689941406	22.47176742553711
s00588-p1	s00588	1	evaluation	believes	False	True	0.9999999972811914	False	False	23.347675323486328	19.723072052001953
s00588-p1	s00588	1	evaluation	true	False	True	0.9999999996840228	False	False	24.216686248779297	21.875350952148438
s00588-p1	s00588	1	evaluation	justified	False	True	0.9999938395143603	False	False	15.406665802001953	11.99734878540039
s00588-p1	s00588	1	evaluation	lucky_guessed	False	True	0.9999906670599453	False	False	14.750606536865234	11.581951141357422
s00588-p2	s00588	2	evaluation	knows	False	True	0.9999999999871739	False	False	27.20220184326172	25.079544067382812
s00588-p2	s00588	2	evaluation	believes	False	True	0.9999999997100552	False	False	22.843013763427734	21.96133041381836
s00588-p2	s00588	2	evaluation	true	False	True	0.9999999949428694	False	False	21.080448150634766	19.102466583251953
s00588-p2	s00588	2	evaluation	justified	False	True	0.9999999994362475	False	False	24.327373504638672	21.296405792236328
s00588-p2	s00588	2	evaluation	lucky_guessed	True	True	0.9985366635800533	True	True	7.150959014892578	6.525571823120117
s00589-p0	s00589	0	evaluation	knows	False	True	0.999999999998847	False	False	30.043502807617188	27.488719940185547
s00589-p0	s00589	0	evaluation	believes	False	True	0.9999999996566579	False	False	24.079242706298828	21.792293548583984
s00589-p0	s00589	0	evaluation	true	False	True	0.9999999999131276	False	False	23.166580200195312	23.396835327148438
s00589-p0	s00589	0	evaluation	justified	False	True	0.9999999999741549	False	False	27.696422576904297	24.37889862060547
s00589-p0	s00589	0	evaluation	lucky_guessed	True	True	0.9881916156309105	True	True	5.051277160644531	4.427066802978516
s00589-p1	s00589	1	evaluation	knows	False	True	0.9999999999951528	False	False	28.700843811035156	26.0526065826416
s00589-p1	s00589	1	evaluation	believes	False	True	0.9999999995642154	False	False	24.529848098754883	21.55387306213379
s00589-p1	s00589	1	evaluation	true	False	True	0.9999999999222313	False	False	24.244800567626953	23.27728271484375
s00589-p1	s00589	1	evaluation	justified	False	True	0.9999999972484398	False	False	23.147415161132812	19.711097717285156
s00589-p1	s00589	1	evaluation	lucky_guessed	False	True	0.9999557551051698	False	False	10.025726318359375	10.091651916503906
s00589-p2	s00589	2	evaluation	knows	False	True	0.999999999993764	False	False	27.30013656616211	25.800674438476562
s00589-p2	s00589	2	evaluation	believes	False	True	0.9999999999537578	False	False	24.351226806640625	23.79712677001953
s00589-p2	s00589	2	evaluation	true	False	True	0.9999999979815097	False	False	21.226055145263672	20.020915985107422
s00589-p2	s00589	2	evaluation	justified	False	True	0.9999999999819092	False	False	27.267501831054688	24.735618591308594
s00589-p2	s00589	2	evaluation	lucky_guessed	True	True	0.9945327999617083	True	True	5.2035064697265625	5.818859100341797
s00590-p0	s00590	0	coding	knows	False	True	0.9999999999679754	False	False	24.44977569580078	24.16451644897461
s00590-p0	s00590	0	coding	believes	True	True	0.9999665493728144	True	True	10.30540657043457	14.889547348022461
s00590-p0	s00590	0	coding	true	False	True	0.9999998312283302	False	False	15.594718933105469	17.585430145263672
s00590-p0	s00590	0	coding	justified	False	True	0.9999986642906897	False	False	13.526046752929688	15.92962646484375
s00590-p0	s00590	0	coding	lucky_guessed	True	True	0.9980948030840423	True	True	9.648460388183594	6.261262893676758
s00590-p1	s00590	1	coding	knows	False	True	0.9906353063828893	False	False	7.771455764770508	4.661399841308594
s00590-p1	s00590	1	coding	believes	True	True	0.999999984815559	True	True	18.002994537353516	21.30312728881836
s00590-p1	s00590	1	coding	true		False	0.7994722882911346	True	True	1.3829994201660156	3.242656707763672
s00590-p1	s00590	1	coding	justified	True	True	0.9690655504634088	True	True	3.4444618225097656	3.8545570373535156
s00590-p1	s00590	1	coding	lucky_guessed	False	True	0.994159887020765	False	False	5.905651092529297	5.137147903442383
s00590-p2	s00590	2	coding	knows	False	True	0.99999691722772	False	False	12.689678192138672	16.5130615234375
s00590-p2	s00590	2	coding	believes	True	True	0.9999991398481263	True	True	13.966156005859375	15.736658096313477
s00590-p2	s00590	2	coding	true	False	True	0.9999995183736752	False	False	14.97772216796875	14.546096801757812
s00590-p2	s00590	2	coding	justified	False	True	0.9996610855098222	False	False	7.989423751831055	11.722282409667969
s00590-p2	s00590	2	coding	lucky_guessed	True	True	0.9933628874895121	True	True	8.534599304199219	5.008419036865234
s00591-p0	s00591	0	coding	knows	False	True	0.999999999997864	False	False	27.465553283691406	26.872089385986328
s00591-p0	s00591	0	coding	believes		False	0.5006885524211838	True	False	0.00275421142578125	0.6314334869384766
s00591-p0	s00591	0	coding	true	False	True	0.9999999996632101	False	False	21.811561584472656	24.083404541015625
s00591-p0	s00591	0	coding	justified	False	True	0.9999999999634414	False	False	24.60509490966797	24.0321044921875
s00591-p0	s00591	0	coding	lucky_guessed	True	True	0.9989205473930831	True	True	9.044586181640625	6.830221176147461
s00591-p1	s00591	1	coding	knows	False	True	0.999999890822278	False	False	16.42888641357422	16.030288696289062
s00591-p1	s00591	1	coding	believes	True	True	0.9999957372223939	True	True	12.365585327148438	12.615703582763672
s00591-p1	s00591	1	coding	true	False	True	0.9998822289074166	False	False	9.046649932861328	10.265892028808594
s00591-p1	s00591	1	coding	justified	False	True	0.998920716026862	False	False	7.974664688110352	6.830377578735352
s00591-p1	s00591	1	coding	lucky_guessed		False	0.7500431847971281	False	False	1.0988426208496094	1.4952049255371094
s00591-p2	s00591	2	coding	knows	False	True	0.9999999996537379	False	False	22.37274169921875	21.783824920654297
s00591-p2	s00591	2	coding	believes	False	True	0.9937313302648859	False	False	5.0659027099609375	5.174375534057617
s00591-p2	s00591	2	coding	true	False	True	0.99999999859919	False	False	20.525371551513672	20.386215209960938
s00591-p2	s00591	2	coding	justified	False	True	0.9999999994510812	False	False	21.953914642333984	21.323070526123047
s00591-p2	s00591	2	coding	lucky_guessed	True	True	0.9998072670585029	True	True	8.554012298583984	8.850149154663086
s00592-p0	s00592	0	coding	knows	True	True	0.9999999969878426	True	True	19.620609283447266	23.28866958618164
s00592-p0	s00592	0	coding	believes	True	True	0.9999999999996025	True	True	28.55356216430664	31.137527465820312
s00592-p0	s00592	0	coding	true	True	True	0.9999999999570974	True	True	23.872089385986328	27.256793975830078
s00592-p0	s00592	0	coding	justified	True	True	0.9999999999982843	True	True	27.091209411621094	29.922039031982422
s00592-p0	s00592	0	coding	lucky_guessed	False	True	0.9999999970432959	False	False	20.769390106201172	19.639190673828125
s00592-p1	s00592	1	coding	knows	True	True	0.9999999999847022	True	True	24.903308868408203	29.962425231933594
s00592-p1	s00592	1	coding	believes	True	True	0.9999999999999754	True	True	31.33698272705078	34.06208419799805
s00592-p1	s00592	1	coding	true	True	True	0.999999999999871	True	True	29.678848266601562	33.146400451660156
s00592-p1	s00592	1	coding	justified	True	True	0.9999999999999707	True	True	31.161319732666016	33.89348220825195
s00592-p1	s00592	1	coding	lucky_guessed	False	True	0.9999999999829206	False	False	26.020252227783203	24.793148040771484
s00592-p2	s00592	2	coding	knows	True	True	0.9999999944680942	True	True	19.012733459472656	22.84357452392578
s00592-p2	s00592	2	coding	believes	True	True	0.9999999999997982	True	True	29.23125457763672	31.51474380493164
s00592-p2	s00592	2	coding	true	True	True	0.9999999999564348	True	True	23.856765747070312	26.466941833496094
s00592-p2	s00592	2	coding	justified	True	True	0.9999999999945595	True	True	25.93714141845703	28.563732147216797
s00592-p2	s00592	2	coding	lucky_guessed	False	True	0.9999999641778398	False	False	20.71146011352539	17.144699096679688
s00593-p0	s00593	0	coding	knows	False	True	0.9550111093462506	False	False	4.74632453918457	3.055307388305664
s00593-p0	s00593	0	coding	believes	True	True	0.9999999998696143	True	True	22.76052474975586	27.302642822265625
s00593-p0	s00593	0	coding	true	True	True	0.9980315276254869	True	True	6.228527069091797	7.919763565063477
s00593-p0	s00593	0	coding	justified	True	True	0.9950949387678681	True	True	5.312570571899414	7.5793304443359375
s00593-p0	s00593	0	coding	lucky_guessed	False	True	0.9991072964082267	False	False	7.020362854003906	8.130502700805664
s00593-p1	s00593	1	coding	knows	False	True	0.9998669999237204	False	False	11.038093566894531	8.925027847290039
s00593-p1	s00593	1	coding	believes	True	True	0.9999999999870188	True	True	25.067520141601562	29.720924377441406
s00593-p1	s00593	1	coding	true	True	True	0.9990946669066558	True	True	7.0063018798828125	7.863958358764648
s00593-p1	s00593	1	coding	justified		False	0.5772635876493563	False	True	0.3115501403808594	1.0710105895996094
s00593-p1	s00593	1	coding	lucky_guessed	False	True	0.9999138886462035	False	False	10.359859466552734	9.359783172607422
s00593-p2	s00593	2	coding	knows	False	True	0.995121918856982	False	False	6.908718109130859	5.318113327026367
s00593-p2	s00593	2	coding	believes	True	True	0.9999999996323004	True	True	21.7237548828125	25.776405334472656
s00593-p2	s00593	2	coding	true	False	True	0.8438277512189147	False	False	2.139261245727539	1.6869888305664062
s00593-p2	s00593	2	coding	justified		False	0.7437646034415167	True	True	1.0656280517578125	2.2443885803222656
s00593-p2	s00593	2	coding	lucky_guessed	False	True	0.9998601560571664	False	False	10.830558776855469	8.87484359741211
s00594-p0	s00594	0	coding	knows	False	True	0.9999999999656719	False	False	24.906864166259766	24.09505844116211
s00594-p0	s00594	0	coding	believes	True	True	0.9999999647711285	True	True	17.161399841308594	22.011093139648438
s00594-p0	s00594	0	coding	true	False	True	0.9999999997929107	False	False	22.297870635986328	23.455928802490234
s00594-p0	s00594	0	coding	justified	False	True	0.9999998130114037	False	False	15.492218017578125	17.40219497680664
s00594-p0	s00594	0	coding	lucky_guessed	True	True	0.9999908210360129	True	True	12.804340362548828	11.598587036132812
s00594-p1	s00594	1	coding	knows	False	True	0.9980552643641442	False	False	7.417636871337891	6.240682601928711
s00594-p1	s00594	1	coding	believes	True	True	0.9999999945132583	True	True	19.020931243896484	21.386051177978516
s00594-p1	s00594	1	coding	true	False	True	0.9997167295491951	False	False	9.070404052734375	8.168825149536133
s00594-p1	s00594	1	coding	justified	True	True	0.913798298635794	True	True	3.4228744506835938	2.360919952392578
s00594-p1	s00594	1	coding	lucky_guessed		False	0.7862249364731491	False	False	1.3023185729980469	1.4954376220703125
s00594-p2	s00594	2	coding	knows	False	True	0.99999764625225	False	False	12.95949935913086	16.29773712158203
s00594-p2	s00594	2	coding	believes	True	True	0.9999999753976511	True	True	17.520423889160156	19.67047119140625
s00594-p2	s00594	2	coding	true	False	True	0.9999999982615648	False	False	20.967315673828125	20.17028045654297
s00594-p2	s00594	2	coding	justified	False	True	0.9999987368221706	False	False	13.581878662109375	17.395286560058594
s00594-p2	s00594	2	coding	lucky_guessed	True	True	0.9999980989954893	True	True	13.388721466064453	13.173126220703125
s00595-p0	s00595	0	coding	knows	False	True	0.9999999999837361	False	False	24.84207534790039	25.59090805053711
s00595-p0	s00595	0	coding	believes	True	True	0.9999969046544355	True	True	12.68560791015625	16.360132217407227
s00595-p0	s00595	0	coding	true	False	True	0.9999999999215421	False	False	23.26845932006836	26.075477600097656
s00595-p0	s00595	0	coding	justified	False	True	0.9999999999835506	False	False	24.830730438232422	24.862525939941406
s00595-p0	s00595	0	coding	lucky_guessed	True	True	0.9999044986985539	True	True	10.395751953125	9.256275177001953
s00595-p1	s00595	1	coding	knows	False	True	0.9999999911840844	False	False	18.546707153320312	18.6956787109375
s00595-p1	s00595	1	coding	believes	True	True	0.9999997714789821	True	True	15.291637420654297	16.13578987121582
s00595-p1	s00595	1	coding	true	False	True	0.999999913611564	False	False	16.26441192626953	17.588603973388672
s00595-p1	s00595	1	coding	justified	False	True	0.9999963399293398	False	False	13.129264831542969	12.518024444580078
s00595-p1	s00595	1	coding	lucky_guessed	True	True	0.8365503861488147	True	True	2.9156455993652344	1.632781982421875
s00595-p2	s00595	2	coding	knows	False	True	0.9999999994292648	False	False	21.548377990722656	21.284095764160156
s00595-p2	s00595	2	coding	believes	True	True	0.9995454757196016	True	True	7.695804595947266	8.519556045532227
s00595-p2	s00595	2	coding	true	False	True	0.999999999636386	False	False	21.734928131103516	22.45185089111328
s00595-p2	s00595	2	coding	justified	False	True	0.9999999998016372	False	False	22.340923309326172	23.033363342285156
s00595-p2	s00595	2	coding	lucky_guessed	True	True	0.9999229628411471	True	True	9.471145629882812	10.399215698242188
s00596-p0	s00596	0	coding	knows	False	True	0.9999998899428981	False	False	16.022266387939453	17.136512756347656
s00596-p0	s00596	0	coding	believes	True	True	0.9999945802211941	True	True	12.125450134277344	15.956117630004883
s00596-p0	s00596	0	coding	true	False	True	0.9999996816133788	False	False	14.959999084472656	18.346630096435547
s00596-p0	s00596	0	coding	justified	False	True	0.9999997145118684	False	False	15.06906509399414	15.78299331665039
s00596-p0	s00596	0	coding	lucky_guessed	True	True	0.8137974441501079	True	True	3.6701736450195312	1.4748764038085938
s00596-p1	s00596	1	coding	knows	True	True	0.9997370666909897	True	True	8.24334716796875	9.635156631469727
s00596-p1	s00596	1	coding	believes	True	True	0.9999999998557236	True	True	22.659290313720703	24.303245544433594
s00596-p1	s00596	1	coding	true	True	True	0.9996910734407018	True	True	8.082098007202148	8.672670364379883
s00596-p1	s00596	1	coding	justified	True	True	0.9999997272322882	True	True	15.114645004272461	16.6374454498291
s00596-p1	s00596	1	coding	lucky_guessed	False	True	0.9997628680828786	False	False	10.301265716552734	8.346656799316406
s00596-p2	s00596	2	coding	knows	False	True	0.9998033225190835	False	False	8.533748626708984	8.597549438476562
s00596-p2	s00596	2	coding	believes	True	True	0.9999871450692392	True	True	11.261770248413086	12.636957168579102
s00596-p2	s00596	2	coding	true	False	True	0.9999999754060962	False	False	18.274906158447266	17.520767211914062
s00596-p2	s00596	2	coding	justified	False	True	0.9999760194772627	False	False	10.901500701904297	10.63824462890625
s00596-p2	s00596	2	coding	lucky_guessed	True	True	0.9212547348755863	True	True	3.9483070373535156	2.4595184326171875
s00597-p0	s00597	0	coding	knows	False	True	0.9999999992172982	False	False	20.96826934814453	21.595806121826172
s00597-p0	s00597	0	coding	believes	True	True	0.9525186902667846	True	True	3.256195068359375	2.9987735748291016
s00597-p0	s00597	0	coding	true	False	True	0.9999999969008215	False	False	19.59212875366211	22.90283203125
s00597-p0	s00597	0	coding	justified	False	True	0.9999999996691302	False	False	22.730300903320312	21.829296112060547
s00597-p0	s00597	0	coding	lucky_guessed	True	True	0.9797500401768644	True	True	5.1531982421875	3.8791446685791016
s00597-p1	s00597	1	coding	knows	False	True	0.9996830833527804	False	False	8.927253723144531	8.056554794311523
s00597-p1	s00597	1	coding	believes	True	True	0.9999989925645971	True	True	14.726919174194336	13.808101654052734
s00597-p1	s00597	1	coding	true	False	True	0.9998508535116493	False	False	8.810432434082031	8.8853759765625
s00597-p1	s00597	1	coding	justified	False	True	0.9866650185188537	False	False	4.3039398193359375	4.670637130737305
s00597-p1	s00597	1	coding	lucky_guessed	False	True	0.9546799448670957	False	False	3.264650344848633	3.047626495361328
s00597-p2	s00597	2	coding	knows	False	True	0.9999999397504769	False	False	16.624771118164062	16.96353530883789
s00597-p2	s00597	2	coding	believes	False	True	0.9628954956289508	False	False	3.3503875732421875	3.256206512451172
s00597-p2	s00597	2	coding	true	False	True	0.9999999988676906	False	False	20.71908187866211	20.59900665283203
s00597-p2	s00597	2	coding	justified	False	True	0.9999999985289703	False	False	21.539535522460938	20.337303161621094
s00597-p2	s00597	2	coding	lucky_guessed	True	True	0.99855763207015	True	True	6.54002571105957	7.320323944091797
s00598-p0	s00598	0	coding	knows	False	True	0.9999999999755357	False	False	27.823719024658203	24.433807373046875
s00598-p0	s00598	0	coding	believes	True	True	0.9999999717653859	True	True	17.38271713256836	23.181568145751953
s00598-p0	s00598	0	coding	true	False	True	0.9999999999008895	False	False	24.686298370361328	23.034786224365234
s00598-p0	s00598	0	coding	justified	False	True	0.9999966561077278	False	False	13.59537124633789	12.60837173461914
s00598-p0	s00598	0	coding	lucky_guessed	False	True	0.9999907002175795	False	False	14.085369110107422	11.58551025390625
s00598-p1	s00598	1	coding	knows	True	True	0.9999199291010968	True	True	9.432518005371094	14.19175910949707
s00598-p1	s00598	1	coding	believes	True	True	0.9999999999988032	True	True	27.451404571533203	30.11301040649414
s00598-p1	s00598	1	coding	true	True	True	0.9990801759820369	True	True	6.990407943725586	9.473691940307617
s00598-p1	s00598	1	coding	justified	True	True	0.9999999999834006	True	True	24.8216552734375	28.50518035888672
s00598-p1	s00598	1	coding	lucky_guessed	False	True	0.9999999589940324	False	False	19.760440826416016	17.00954818725586
s00598-p2	s00598	2	coding	knows	False	True	0.9999999974628512	False	False	20.961074829101562	19.792224884033203
s00598-p2	s00598	2	coding	believes	True	True	0.9999999737923473	True	True	17.45721435546875	24.162906646728516
s00598-p2	s00598	2	coding	true	False	True	0.9999999955165189	False	False	22.210899353027344	19.22286605834961
s00598-p2	s00598	2	coding	justified	False	True	0.9678446682792461	False	False	3.7383041381835938	3.4044933319091797
s00598-p2	s00598	2	coding	lucky_guessed	False	True	0.9999996810030916	False	False	17.236820220947266	14.958084106445312
s00599-p0	s00599	0	coding	knows	False	True	0.9999999999983298	False	False	29.594532012939453	27.11807632446289
s00599-p0	s00599	0	coding	believes	True	True	0.9999943236093545	True	True	12.07918930053711	16.94390106201172
s00599-p0	s00599	0	coding	true	False	True	0.9999999999395119	False	False	23.528575897216797	24.361011505126953
s00599-p0	s00599	0	coding	justified	False	True	0.9999999980025357	False	False	20.674636840820312	20.031387329101562
s00599-p0	s00599	0	coding	lucky_guessed	False	True	0.9997742147576248	False	False	10.621795654296875	8.395700454711914
s00599-p1	s00599	1	coding	knows	False	True	0.9993717826424763	False	False	8.994758605957031	7.37199592590332
s00599-p1	s00599	1	coding	believes	True	True	0.9999999830221696	True	True	17.891357421875	21.674236297607422
s00599-p1	s00599	1	coding	true	False	True	0.9952901055459543	False	False	5.353368759155273	6.990253448486328
s00599-p1	s00599	1	coding	justified	True	True	0.9891883462050886	True	True	4.516260147094727	6.405881881713867
s00599-p1	s00599	1	coding	lucky_guessed	False	True	0.9998892081034662	False	False	12.437141418457031	9.107746124267578
s00599-p2	s00599	2	coding	knows	False	True	0.9999999999421753	False	False	24.64987564086914	23.573604583740234
s00599-p2	s00599	2	coding	believes	True	True	0.9999991043356735	True	True	13.925699234008789	20.47719955444336
s00599-p2	s00599	2	coding	true	False	True	0.9999999999022283	False	False	23.608097076416016	23.048385620117188
s00599-p2	s00599	2	coding	justified	False	True	0.9999975836510215	False	False	12.933250427246094	13.696197509765625
s00599-p2	s00599	2	coding	lucky_guessed	False	True	0.9999979704697429	False	False	15.513126373291016	13.107704162597656
s00600-p0	s00600	0	coding	knows	False	True	0.9999989781704048	False	False	13.842430114746094	13.793914794921875
s00600-p0	s00600	0	coding	believes	True	True	0.9999998540925978	True	True	15.740293502807617	21.41124725341797
s00600-p0	s00600	0	coding	true	False	True	0.99999999840306	False	False	22.485332489013672	20.255176544189453
s00600-p0	s00600	0	coding	justified	False	True	0.9999928343920146	False	False	12.157840728759766	11.846210479736328
s00600-p0	s00600	0	coding	lucky_guessed	False	True	0.9999999731962204	False	False	18.20166015625	17.434722900390625
s00600-p1	s00600	1	coding	knows	True	True	0.9999999913723244	True	True	18.56829071044922	24.296817779541016
s00600-p1	s00600	1	coding	believes	True	True	0.9999999999925018	True	True	25.616352081298828	29.40249252319336
s00600-p1	s00600	1	coding	true	True	True	0.999998273648872	True	True	13.269498825073242	18.321910858154297
s00600-p1	s00600	1	coding	justified	True	True	0.9999999999961688	True	True	26.287853240966797	30.078170776367188
s00600-p1	s00600	1	coding	lucky_guessed	False	True	0.9999999999983356	False	False	28.852798461914062	27.12154769897461
s00600-p2	s00600	2	coding	knows	False	True	0.999747903902087	False	False	8.939197540283203	8.28544807434082
s00600-p2	s00600	2	coding	believes	True	True	0.9999997150825043	True	True	15.071065902709961	20.79092025756836
s00600-p2	s00600	2	coding	true	False	True	0.9999999879917837	False	False	23.634281158447266	18.237674713134766
s00600-p2	s00600	2	coding	justified	False	True	0.9992356894070104	False	False	7.175771713256836	8.357301712036133
s00600-p2	s00600	2	coding	lucky_guessed	False	True	0.9999999981702304	False	False	21.40096664428711	20.119075775146484
s00601-p0	s00601	0	coding	knows	False	True	0.9999999977852269	False	False	19.928115844726562	20.819034576416016
s00601-p0	s00601	0	coding	believes	True	True	0.9997282306944785	True	True	8.210285186767578	12.509248733520508
s00601-p0	s00601	0	coding	true	False	True	0.9999999998640039	False	False	22.718395233154297	23.455585479736328
s00601-p0	s00601	0	coding	justified	False	True	0.9999999995202994	False	False	21.45785903930664	22.98514175415039
s00601-p0	s00601	0	coding	lucky_guessed	False	True	0.9999996383526195	False	False	15.226993560791016	14.832595825195312
s00601-p1	s00601	1	coding	knows	True	True	0.9798273570194788	True	True	3.8830490112304688	8.803701400756836
s00601-p1	s00601	1	coding	believes	True	True	0.9999999936892301	True	True	18.88100814819336	23.799423217773438
s00601-p1	s00601	1	coding	true	True	True	0.9986735937474337	True	True	6.623954772949219	8.525676727294922
s00601-p1	s00601	1	coding	justified	True	True	0.9999183320630363	True	True	9.41276741027832	14.72037124633789
